Ticker,Buy Date,Buy Price,% Below 100-day MA,Sell Price,Sell Date,% Gain,Trading Days Held
ENPH,2022-01-06,151.49000549316406,31.16337243867283,140.35000610351562,2022-02-18,-7.353620031488563,30
MRNA,2022-01-19,174.07000732421875,32.11098771115334,141.52000427246094,2022-03-03,-18.69937478151014,30
NFLX,2022-01-21,397.5,34.14844584653666,350.260009765625,2022-03-07,-11.884274272798741,30
XYZ,2022-01-21,118.0999984741211,33.731952539966876,97.51000213623048,2022-03-07,-17.43437477046406,30
TTD,2022-01-21,59.45000076293945,34.90766560865989,82.13999938964844,2022-02-10,38.16652369305554,14
DASH,2022-01-25,109.38999938964844,31.928213304240384,91.83999633789062,2022-03-09,-16.043516911673525,30
COIN,2022-01-25,185.6300048828125,30.079805620442528,178.97000122070312,2022-03-09,-3.587784025709534,30
PLTR,2022-01-26,12.75,30.544205949067305,11.869999885559082,2022-03-10,-6.901961681889553,30
DAY,2022-01-26,69.23999786376953,30.752523396077653,64.04000091552734,2022-03-10,-7.51010558734164,30
PYPL,2022-02-03,124.3000030517578,31.326268875706702,118.7699966430664,2022-03-18,-4.448918964538343,30
META,2022-02-08,218.9786529541016,30.722582056669843,212.2953338623047,2022-03-23,-3.052041375557161,30
EPAM,2022-02-28,207.75,59.818206452989386,305.3699951171875,2022-04-11,46.98916732475932,30
APTV,2022-03-07,97.62999725341795,31.948845533454456,110.47000122070312,2022-04-19,13.151699609246533,30
DASH,2022-03-14,76.05999755859375,30.279799352235077,107.29000091552734,2022-03-18,41.059695450128274,4
NFLX,2022-04-20,226.19000244140625,38.795742913221645,205.08999633789065,2022-06-02,-9.328443289168575,30
COIN,2022-04-29,112.70999908447266,32.87699386696017,52.0099983215332,2022-06-13,-53.85502728772686,30
ALGN,2022-04-29,289.9100036621094,32.590544402704495,244.00999450683597,2022-06-13,-15.832502699275583,30
IDXX,2022-05-09,345.0199890136719,31.345262557469578,333.1099853515625,2022-06-22,-3.4519749699596174,30
PLTR,2022-05-09,7.460000038146973,38.0625016883133,9.010000228881836,2022-06-22,20.77748234328261,30
AXON,2022-05-09,87.88999938964844,30.6514457642684,86.36000061035156,2022-06-22,-1.7408110023005372,30
TTD,2022-05-09,44.9900016784668,31.370183503903544,45.380001068115234,2022-06-22,0.8668579130884981,30
DASH,2022-05-09,64.18000030517578,34.61775086582,65.1500015258789,2022-06-22,1.511376154706717,30
CZR,2022-05-11,48.36000061035156,32.55512239408529,44.470001220703125,2022-06-24,-8.043836518926293,30
CRWD,2022-05-11,137.39999389648438,32.24371251222857,184.9900054931641,2022-06-24,34.636108959752576,30
XYZ,2022-05-11,71.22000122070312,38.60916301259267,71.0,2022-06-24,-0.3089037025166075,30
EXPE,2022-05-18,119.61236572265624,30.716373540844156,95.96863555908205,2022-07-01,-19.76696140129577,30
DDOG,2022-05-18,88.06999969482422,31.511004284689086,107.4800033569336,2022-06-24,22.0392911654002,25
TGT,2022-05-19,139.74356079101562,30.800989498503167,132.7122039794922,2022-07-05,-5.031614173649636,30
DXCM,2022-05-24,72.03250122070312,32.89533014841208,81.91999816894531,2022-07-07,13.72643845581248,29
CCL,2022-05-24,11.760000228881836,32.79999861886161,9.010000228881836,2022-07-08,-23.384353286372985,30
NCLH,2022-05-24,13.289999961853027,31.187673010432988,11.529999732971191,2022-07-08,-13.243041639831867,30
TSLA,2022-05-24,209.3866729736328,31.518257234572555,250.76333618164065,2022-07-08,19.760886698466347,30
RCL,2022-05-24,49.188358306884766,32.96072846571003,34.06489181518555,2022-07-08,-30.746028150287803,30
COIN,2022-06-14,51.58000183105469,49.64582021858598,65.83000183105469,2022-07-19,27.626986223603673,23
ABNB,2022-06-16,93.26000213623048,30.036773140566037,107.7300033569336,2022-07-20,15.5157633382486,22
RCL,2022-07-11,32.235042572021484,37.300634821664985,41.22603988647461,2022-08-10,27.89199764313912,22
CCL,2022-07-11,8.489999771118164,31.62269448270314,10.34000015258789,2022-08-10,21.79034665893842,22
FDX,2022-09-23,140.67156982421875,30.259145251131574,147.57656860351562,2022-11-04,4.908595807898687,30
AMD,2022-10-07,58.43999862670898,30.65970743497089,68.47000122070312,2022-11-10,17.162906963878864,24
GNRC,2022-10-07,154.25999450683594,30.962632001716894,102.87000274658205,2022-11-18,-33.313881492441375,30
CCL,2022-10-10,6.380000114440918,33.17832278527605,8.9399995803833,2022-10-28,40.12538275897377,14
KMX,2022-10-20,56.470001220703125,30.383474514523297,74.58000183105469,2022-11-11,32.07012611806363,16
META,2022-10-27,97.4056167602539,32.760122853000276,119.7828598022461,2022-12-01,22.973257381111477,24
FIS,2022-11-03,53.21465301513672,30.157238039513224,68.10507202148438,2022-12-01,27.981802309435576,19
COIN,2022-11-09,45.97999954223633,31.597943087308302,34.59000015258789,2022-12-22,-24.771638762601135,30
TTD,2022-11-09,39.88999938964844,30.363041777974175,54.4900016784668,2022-12-02,36.60065809027588,16
TSLA,2022-12-22,125.3499984741211,33.943363361488224,123.18000030517578,2022-12-30,-1.731151332557308,5
COIN,2022-12-23,35.4900016784668,30.506871248341263,35.38999938964844,2022-12-30,-0.28177594840474396,4
