Ticker,Buy Date,Buy Price,% Below 100-day MA,Sell Price,Sell Date,% Gain,Trading Days Held
TRGP,2016-01-04,16.551467895507812,31.072070880159625,13.22487449645996,2016-02-17,-20.098479603435745,30
WMB,2016-01-07,11.967947006225586,34.04768993947206,9.37808609008789,2016-02-22,-21.63997647040449,30
KMI,2016-01-07,8.704706192016602,30.47143030357003,9.62619972229004,2016-02-16,10.586153167565541,26
FCX,2016-01-07,5.106882095336914,32.360739782312,5.7987236976623535,2016-02-16,13.547240555194312,26
DVN,2016-01-12,18.121309280395508,32.57746818061014,13.78121280670166,2016-02-25,-23.950236743595397,30
BLDR,2016-01-15,8.170000076293945,31.620353970575298,8.489999771118164,2016-03-01,3.9167648939530517,30
INCY,2016-01-19,73.30999755859375,31.003783973516324,73.5999984741211,2016-03-02,0.39558167396685234,30
MU,2016-01-20,9.815857887268066,30.3978065722793,11.51531982421875,2016-03-03,17.313432574803457,30
CF,2016-01-20,22.243141174316406,30.032915262323183,26.888317108154297,2016-02-26,20.883632835103157,26
URI,2016-01-28,44.323524475097656,32.861581359678446,55.0008430480957,2016-03-03,24.08950709458337,24
NOW,2016-02-05,52.310001373291016,34.621160647897746,61.04999923706055,2016-03-21,16.70808188552656,30
MPC,2016-02-05,23.81731986999512,32.81499098055712,28.604856491088867,2016-03-16,20.101072023326388,27
DXCM,2016-02-08,13.412500381469728,31.478153836110945,15.672499656677246,2016-03-22,16.849947518583924,30
WDAY,2016-02-08,48.970001220703125,34.0332769529866,71.73999786376953,2016-03-01,46.49784781593981,15
PANW,2016-02-08,19.281667709350582,31.133293714355382,25.33666610717773,2016-03-03,31.402877018209356,17
PAYC,2016-02-08,23.852020263671875,31.63087102404415,32.60956573486328,2016-03-01,36.71615810476943,15
TSLA,2016-02-08,9.866000175476074,30.72336140818464,13.04933261871338,2016-03-03,32.26568403221924,17
STX,2016-04-29,14.022513389587402,31.88487668051248,15.0835599899292,2016-06-13,7.566736225259666,30
ENPH,2016-09-23,1.2000000476837158,32.72033817058155,1.1699999570846558,2016-11-04,-2.5000074505803007,30
DXCM,2016-11-03,15.020000457763672,30.287711887331948,15.852499961853027,2016-12-16,5.542606382938196,30
