Ticker,Buy Date,Buy Price,% Below 100-day MA,Sell Price,Sell Date,% Gain,Trading Days Held
SMCI,2018-08-22,1.565000057220459,31.18337973498404,2.119999885559082,2018-09-20,35.46324652053614,20
SMCI,2018-10-04,1.2599999904632568,37.00126073580216,1.2419999837875366,2018-11-15,-1.4285719692031313,30
URI,2018-10-24,104.04066467285156,30.33924643108107,101.0747299194336,2018-12-07,-2.850745679820615,30
ALGN,2018-10-25,232.07000732421875,35.39458713776283,216.66000366210935,2018-12-10,-6.6402392277173945,30
AMD,2018-10-26,17.6299991607666,34.93841042068517,23.709999084472656,2018-12-03,34.48667165700353,25
EQT,2018-10-26,16.4843807220459,30.152603693464275,18.899980545043945,2018-12-11,14.653870616852894,30
MHK,2018-10-26,115.02999877929688,34.53350581728121,119.25,2018-12-11,3.668609289303619,30
GE,2018-11-12,37.13023376464844,31.81580685676287,33.830787658691406,2018-12-27,-8.886144178005209,30
PCG,2018-11-14,25.41779518127441,44.335195816037235,23.59017562866211,2018-12-31,-7.190315051239102,30
NVDA,2018-11-16,4.072930812835693,31.569661806363523,3.310102939605713,2018-12-31,-18.729212655072757,28
MTCH,2018-11-19,33.9033088684082,30.621198447096234,42.01707077026367,2018-12-31,23.932064959641856,27
CAG,2018-12-21,17.028499603271484,33.155964818315695,16.42116355895996,2018-12-31,-3.566585773621788,5
TPL,2018-12-21,129.5467987060547,31.508788229960892,162.42604064941406,2018-12-31,25.380204120646233,5
