Ticker,Buy Date,Buy Price,% Below 100-day MA,Sell Price,Sell Date,% Gain,Trading Days Held
ENPH,2015-07-08,6.199999809265137,35.55763641345855,4.96999979019165,2015-08-19,-19.838710595368127,30
MU,2015-07-08,17.219261169433594,30.380047024992855,15.529566764831545,2015-08-19,-9.812815938940947,30
FCX,2015-07-24,11.144573211669922,34.406567871868,8.805030822753906,2015-09-04,-20.992660234545262,30
ENPH,2015-08-20,4.510000228881836,33.80496334740212,4.070000171661377,2015-10-02,-9.756098334601376,30
AXON,2015-08-24,20.399999618530277,31.583114584935316,23.96999931335449,2015-10-06,17.499998831281417,30
WYNN,2015-09-23,52.90358352661133,30.288916421790507,61.38714218139648,2015-10-29,16.035886586998,26
ENPH,2015-11-04,2.3299999237060547,45.64203237141163,3.3399999141693115,2015-12-16,43.347640495059316,29
KMI,2015-12-04,10.27460765838623,37.18772694422087,9.113983154296877,2015-12-31,-11.296046940946121,18
NRG,2015-12-04,7.267060279846191,33.29779799457006,9.503705024719238,2015-12-31,30.77784769552491,18
TRGP,2015-12-04,18.66981315612793,40.13257725777884,16.712045669555664,2015-12-31,-10.486272520245734,18
FCX,2015-12-07,6.581596374511719,30.72464867437949,6.1628499031066895,2015-12-31,-6.362384558048739,17
OKE,2015-12-07,11.768290519714355,33.44096058936049,13.423036575317385,2015-12-31,14.06105715040755,17
DVN,2015-12-17,20.418174743652344,31.759615415924603,22.54595375061035,2015-12-31,10.421004980474551,9
WMB,2015-12-17,13.762269020080566,33.22317178189959,14.923643112182615,2015-12-31,8.438827132411703,9
