Ticker,Buy Date,Buy Price,% Below 100-day MA,Sell Price,Sell Date,% Gain,Trading Days Held
TSLA,2023-01-03,108.0999984741211,39.20518021554795,160.27000427246094,2023-01-26,48.26087561030746,16
KEY,2023-03-13,9.95557689666748,37.07393715862518,9.168230056762695,2023-04-25,-7.9086008583625205,30
SCHW,2023-03-13,50.12980651855469,33.818574185811286,49.27999114990234,2023-04-25,-1.6952296999945655,30
TFC,2023-03-13,28.34357643127441,30.508917741106075,26.75232315063477,2023-04-25,-5.614158412570146,30
KEY,2023-05-04,7.81224250793457,31.839560153107303,9.840167045593262,2023-06-07,25.958289640893927,23
PODD,2023-08-25,183.0,30.27471765476461,144.6199951171875,2023-10-09,-20.97268026383197,30
PODD,2023-10-12,127.7699966430664,30.79403152962997,162.5800018310547,2023-11-03,27.244271818549265,16
ALGN,2023-10-26,190.55999755859372,38.875980908274194,221.22999572753903,2023-12-08,16.094667591247656,30
ENPH,2023-10-27,82.08999633789062,31.33417286667451,106.5199966430664,2023-12-01,29.760021190181885,24
ON,2023-10-31,62.63999938964844,31.384856531909687,79.4000015258789,2023-12-11,26.756070082274203,28
PAYC,2023-11-01,148.67355346679688,43.87012436690508,201.40956115722656,2023-12-14,35.47100776212171,30
